_id,Codice_IPA,Denominazione_ente,Tipologia,homepage_status,framework_primario,framework_secondari,cms_primario,ui_frameworks,confidence,js_count,css_count,evidenze_count
10663,cm_vagstu,Comunita' Montana Valli Aveto Graveglia Sturla,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10664,cm_val109,Comunita' Comprensoriale Valle Pusteria,Pubbliche Amministrazioni,ok,ASP.NET,jQuery,,,high,22,14,21
10665,cm_valbe,Unione Montana Val Belluna,Pubbliche Amministrazioni,ok,Angular,React,,,medium,15,9,12
10666,cm_valch,Comunita' Montana della Valchiavenna,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
10667,cm_valle113,Comunita' Montana Valle Brembana,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,9,14,11
10668,cm_valle62,Comunita' Montana di Valle Camonica,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,10,4,2
10669,cm_valnn,COMUNITA' MONTANA VALNERINA,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,9,5,7
10670,cm_valse,Comunita' Montana Valle Seriana,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,medium,3,3,3
10671,cm_valte,Comunita' Montana Valtellina di Sondrio,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
10672,cm_valtetir,COMUNITA' MONTANA VALTELLINA DI TIRANO,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,1,0,7
10673,cm_valve,Comunita' Montana Valli del Verbano,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,24,40,34
10674,cm_vatro,Comunita' Montana di Valle Trompia,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap Italia,low,3,1,6
10676,cm_vgsp,Comunita' Montana Valli Genovesi Scrivia e Polcevera,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10677,cm_vmorb,Comunita' Montana Valtellina di Morbegno,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
10678,cm_voltu,Comunita' Montana Volturno,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10679,cm3lazio,Comunita' Montana III zona Lazio Monti della Tolfa,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10680,cma_,Comunita Montana dell'Aniene,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10681,cma_065,Comunita Montana Alburni,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10682,CMAA,Comunita' Montana Argentina Armea,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10683,CMAAP,Unione Montana Alto Astico,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,11,1,7
10684,CMAC,Comunita' Montana Alto Canavese,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10686,CMAJ,Comunita' Montana Alto Jonio,Pubbliche Amministrazioni,ok,WordPress,,WordPress,"Elementor,Bootstrap",high,20,25,11
10687,CMAM,Comunita' Montana Alto Molise,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,8,2,8
10688,CMAMSZ,Comunita' Montana Aventino Medio Sangro Zona Q,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10690,cmap_024,Conservatorio di Musica Arrigo Pedrollo di Vicenza,Pubbliche Amministrazioni,ok,,"React,jQuery",,,low,5,6,6
10691,cmapsp,Casa Mia Azienda Pubblica di Servizi alla Persona,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,29,4,1
10692,cmas_081,Conservatorio di Musica Antonio Scontrino di Trapani,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,24,7,34
10693,CMAS25,Comunita' Montana Alto Sinni,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10694,cmasa,Comunita' Montana Alto Sangro e Altopiano Delle Cinquemiglia,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10696,cmb,Conservatorio di Musica Bolzano,Pubbliche Amministrazioni,ok,WordPress,"Drupal,jQuery",WordPress,"Elementor,UIkit,Bootstrap",high,24,28,35
10697,cmba,Citta' Metropolitana di Bari,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,5,2
10698,cmbl_065,Comunita' Montana Bussento - Lambro e Mingardo,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
10699,cmbo,Citta' Metropolitana di Bologna,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,6,3,1
10700,cmbs,Comunita' Montana Basso Sinni,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10701,cmc1,Cpia 1 Massa Carrara,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,14,39,25
10702,cmca,CONSERVATORIO DI MUSICA ARCANGELO CORELLI,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,,high,16,8,17
10703,CMCP,Comunita' Montana Centro Pentria,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10704,CMCS,Unione Montana Comelico,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap,high,4,6,6
10705,CMCSRA,Comunita' Montana del Calore Salernitano di Rocca D'Aspide,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,,high,15,11,5
10706,cmct,Citta' Metropolitana di Catania,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,6,3,5
10707,CMCVB,Comunita' Montana Cigno Valle Biferno,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10709,CMdC,Comunita' Montana dei Cimini,Pubbliche Amministrazioni,ok,Joomla,,Joomla,Bootstrap,high,31,21,3
10710,cmdc_av,Conservatorio di Musica 'D. Cimarosa' di Avellino,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,18,16,33
10711,cmdca,Citta' Metropolitana di Cagliari,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,23,12,2
10712,cmdf,Comunita' Montana del Fortore Molisano,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10713,cmdl,Comunita' Montana della Laga,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10714,cmdms,Comunita' Montana Dei Monti Sabini Zona Xx,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,24,7,9
10715,cmdrc,Citta' Metropolitana di Reggio Calabria,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,9,9,2
10716,cmdsb,Cammino Minerario di Santa Barbara,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Elementor,high,32,54,10
10717,cmdsp,Conservatorio di Musica di Stato Alessandro Scarlatti,Pubbliche Amministrazioni,ok,WordPress,"Drupal,jQuery",WordPress,Elementor,high,40,63,57
10718,cmdvo_,Comunita' Montana Delle Valli dell'Ossola,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10720,cmerd_mt,Conservatorio di Musica E. R. Duni,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,18,10,31
10721,CMF2,Comunita' Montana Fontanabuona,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10722,CMF40,Comunita' Montana del Fortore,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10723,CMF64,Unione Montana Feltrina,Pubbliche Amministrazioni,ok,Angular,React,,,medium,15,9,12
10724,cmfdm,Consorzio di Miglioramento Fondiario del Melfa,Gestori di Pubblici Servizi,ok,,,,,low,0,0,0
10725,cmfi,Citta' Metropolitana di Firenze,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,11,19,10
10726,CMG34,Comunita' Montana Goceano,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,,high,28,13,39
10727,cmgb_109,Conservatorio di Musica G.B.Pergolesi,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,25,17,35
10728,cmgbm,Conservatorio di Musica G. B. Martini di Bologna,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,37,61,51
10729,cmgcv,Comunita Montana Gelbison e Cervati,Pubbliche Amministrazioni,ok,WordPress,"jQuery,React",WordPress,"Bootstrap Italia,Elementor",high,34,39,59
10730,cmge,Citta' Metropolitana di Genova,Pubbliche Amministrazioni,ok,Drupal,,Drupal,Bootstrap,medium,10,7,4
10731,cmgm,Comunita' Montana Gennargentu Mandrolisai,Pubbliche Amministrazioni,ok,Laravel,"ASP.NET,React,jQuery",,,medium,7,6,13
10732,cmgp_007,Unione dei Comuni Valdostani Grand-Paradis,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,12,11,7
10733,cmgp_011,Conservatorio di Musica Giacomo Puccini,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,31,34,46
10734,CMGS,Comunita' Montana Gran Sasso,Pubbliche Amministrazioni,ok,,,,,low,0,0,0
10735,cmgt_ts,Conservatorio di Musica Giuseppe Tartini di Trieste,Pubbliche Amministrazioni,ok,Django,,,Bootstrap,low,5,6,4
10736,cmgvm,Conservatorio di Musica Giuseppe Verdi di Milano,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,105,97,119
10737,cmis_065,Comunita' Montana Irno Solofrana,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,13,6,8
10738,CML24,Comunita' Montana Lagonegrese,Pubbliche Amministrazioni,ok,,,,,low,1,0,1
10739,CML67,Comunita' Montana della Lessinia,Pubbliche Amministrazioni,ok,Angular,React,,,medium,15,9,12
10740,cmlc_048,Conservatorio di Musica Luigi Cherubini di Firenze,Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,"Elementor,Bootstrap",high,41,47,64
10741,CMLI,Comunita' Montana Lario Intelvese,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,26,23,42
10742,cmlov_0,Comunita Montana Lario Orientale Valle San Martino,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,13,12,23
10744,CMLT,UNIONE MONTANA PASUBIO PICCOLE DOLOMITI,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap Italia,low,2,1,6
10745,cmm_,Comunita' Montana Matese,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap,low,7,7,16
10746,CMM26,Comunita' Montana del Melandro,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10747,cmmaot,Comunita' Montana del Monte Acuto,Pubbliche Amministrazioni,ok,,"React,Laravel,jQuery",,Bootstrap Italia,low,6,7,10
10748,CMMBVV,Comunita' Montana Media e Bassa Val di Vara,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10749,CMMC,Comunita' Montana Molise Centrale,Pubbliche Amministrazioni,ok,,,,,low,1,0,0
10750,CMME,Comunita' Montana Monti Ernici,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Elementor,high,16,22,8
10751,cmmi,Citta' Metropolitana di Milano,Pubbliche Amministrazioni,ok,,,,,low,16,9,0
10752,cmml_065,Comunita' Montana Monti Lattari,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
10753,cmmla_,Comunita Montana Montagna di L'Aquila,Pubbliche Amministrazioni,ok,,,,,low,0,0,0
10754,CMMM41,Comunita' Montana Monte Maggiore,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap,low,7,7,16
10755,cmmmss,"Comunita' Montana Dei Monti Martani, Serano e Subasio",Pubbliche Amministrazioni,ok,,,,,low,1,0,0
10756,cmmp_pe,Comunita' Montana Montagna Pescarese,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10757,CMMS,Comunita' Montana Monti Sabini-Tiburtini-Cornicolani-Prenestini,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10758,CMMSC,Comunita' Montana Monte Santa Croce,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap,low,7,7,16
10759,cmmsv_0,Comunita Montana Montagna Sangro Vastese,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10761,cmn,CONSORZIO AREA VASTA MEDIO NOVARESE,Gestori di Pubblici Servizi,ok,ASP.NET,jQuery,,Bootstrap,medium,6,4,13
10762,cmna,Citta' Metropolitana di Napoli,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10763,cmnp_072,Conservatorio di Musica N.Piccinni,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap,low,4,4,7
10764,cmnrm_ba,Conservatorio di Monopoli Nino Rota,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,13,82,13
10766,cmonat,Comunita' Montana Orvietano Narnese Amerino Tuderte,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap,low,5,6,9
10767,cmp_012,Comunita' Montana del Piambello,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10768,cmp_aq,Comunita Montana Peligna,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10769,cmp_to,Comunita' Montana del Pinerolese,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,13,10,7
10770,CMPAGB,Comunita' Montana Parco Alto Garda Bresciano,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10771,cmpm_na,Conservatorio di Musica San Pietro a Majella di Napoli,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,16,13,28
10773,cmpvl_av,Comunita' Montana Partenio - Vallo di Lauro,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,24,20,9
10774,cmrc,Citta' Metropolitana di Roma Capitale,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Foundation,high,9,12,6
10776,CMS,Comunita' Montana di Scalve,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,9,5,2
10777,cms_004,Consorzio Monviso Solidale,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,Bootstrap Italia,high,8,3,18
10778,cms_078,Comunita Montana Silana,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10779,CMS11,Comunita' Montana Sannio,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,9,4,17
10780,CMS35,Comunita' Montana della Sabina,Pubbliche Amministrazioni,ok,,"React,Laravel,jQuery",,,low,6,5,4
10781,CMS61,Comunita' Montana del Savuto,Pubbliche Amministrazioni,ok,WordPress,,WordPress,"Elementor,Bootstrap",high,20,25,11
10782,cmsal_rc,COMUNITA MONTANA STILARO ALLARO LIMINA,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10783,cmsbs_nu,Comunita' Montana Sarcidano Barbagia di Seulo,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
10784,cmscz_,Comunita Montana Salto Cicolano Zona Vii,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
10785,cmsg_cs,Conservatorio di Musica 'Stanislao Giacomantonio' di Cosenza,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,39,41,44
10786,cmsl,Collegio Maestri di Sci del Lazio,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10787,CMSRC,Unione Montana Spettabile Reggenza dei Sette Comuni,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10788,CMSS,Comunità Comprensoriale di Salto - Sciliar,Pubbliche Amministrazioni,ok,ASP.NET,,,,high,22,10,2
10789,cmst,Collegio Maestri di Sci del Trentino,Pubbliche Amministrazioni,ok,,jQuery,,,low,4,5,4
10790,cmsv,Consorzio Manutenzione Stradale Vicinale di Poggi di Villore,Pubbliche Amministrazioni,ok,Laravel,WordPress,,Bootstrap Italia,medium,5,3,7
10791,CMSYKTLI,SOCIETA' TRASPORTI PUBBLICI DI TERRA D'OTRANTO S.P.A.,Gestori di Pubblici Servizi,ok,,,,,low,0,0,0
10792,cmtam,Comunita' Montana Tanagro Alto e Medio Sele,Pubbliche Amministrazioni,ok,,,,,low,4,1,0
10793,cmtg_006,Comunita' Montana Terre del Giarolo,Pubbliche Amministrazioni,ok,,,,,low,4,1,1
10794,CMTL,Comunita' Montana Triangolo Lariano,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
10795,cmto,Citta' Metropolitana di Torino,Pubbliche Amministrazioni,ok,Drupal,,Drupal,,medium,4,4,2
10796,CMTz,Comunita' Montana del Turano 8 zona,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,,high,20,7,25
10797,cmug_fg,Conservatorio di Musica U. Giordano,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,100,39,123
10798,CMUVM,Comunita' delle Valli - Media Valle Crati,Pubbliche Amministrazioni,ok,WordPress,,WordPress,"Elementor,Bootstrap",high,20,25,11
10799,CMV,Comunita' Montana del Vulture,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10800,cmv_027,"Conservatorio di Musica ""Benedetto Marcello"" di Venezia",Pubbliche Amministrazioni,ok,WordPress,"React,Alpine.js,jQuery",WordPress,,high,6,21,13
10801,CMV56,Unione Montana dei Comuni della Valsesia,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,Bootstrap Italia,medium,3,4,8
10802,CMVC38,Comunita' Montana Valle di Comino,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10803,cmvcv_01,Comunita Montana Val Chiusella Valle Sacra e Dora Baltea Canavesana,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10804,CMVD,Comunita' Montana Vallo di Diano,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,23,8,29
10805,cmvfpfn,Comunita Montana del Vomano Fino Piomba,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10807,CMVI,Comunita' Montana Valle Imagna,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap,low,8,7,17
10808,cmvl_013,Comunita' Montana Valli del Lario e del Ceresio,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10809,CMVS27,Comunita' Montana Val Sarmento,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10810,CMVS8,Comunita' Montana Valle Sabbia,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
10811,cmvss,C.M.V. Servizi S.R.L.,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,7,5,6
10812,cmvv_vv,Conservatorio Musica Vibo Valentia,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,23,5,40
10813,CMVVVER,Comunita' Montana Valsassina Valvarrone Val D'Esino e Riviera,Pubbliche Amministrazioni,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,15,19,35
10814,CMVZ,Comunita' Montana del Velino 6 Zona,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,23,17,27
10815,CMWAVL,Unita' dei Comuni Valdostani Walser,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap,medium,5,4,3
10816,cmz_061,Comunita Montana Zona del Matese,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
10817,cmz_ri,Comunita' Montana V  Zona Montepiano Reatino,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,23,5,9
10818,CMZAMS,Comunita' Montana Zona Alento e Monte Stella,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
10819,CMZU,Comunita' Montana Zona dell'Ufita,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap,low,7,7,16
10820,cn_bs,Consiglio Notarile della Provincia di Brescia,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,28,21,8
10821,cn_geome,Consiglio Nazionale Geometri e Geometri Laureati,Pubbliche Amministrazioni,ok,Liferay,,Liferay,,high,15,9,4
10822,CN6UUVU1,"IPSEOA ""GAGLIARDI"" IIS DEFILIPPIS PREST",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,19,10,35
10823,cna,Consiglio Nazionale Attuari,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10824,cnal,Consiglio Notarile di Alessandria,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,21,16,28
10825,cnan,Consiglio Notarile di Ancona,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,45,62,59
10827,cnappcrm,Consiglio Nazionale degli Architetti Pianificatori Paesaggisti Conservatori,Pubbliche Amministrazioni,ok,Joomla,,Joomla,Bootstrap,medium,20,21,2
10828,cnar,Consiglio Notarile di Arezzo,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,13,13,20
10829,cnat,Consiglio Notarile di Asti,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,1,3,7
10830,cnav,Consiglio Notarile Avellino,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10831,cnb,Consiglio Notarile di Bologna,Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,Elementor,high,20,23,35
10832,cnba,Consiglio Notarile di Bari,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,22,17,29
10833,cnbg,Consiglio Notarile di Bergamo,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,10,5,22
10835,cnbl,Consiglio Notarile di Belluno,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,UIkit,high,6,10,17
10836,cnbr,Consiglio Notarile di Brindisi,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,23,15,31
10837,cnbz,Consiglio Notarile di Bolzano,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,15,7,25
10839,cncclv,Consiglio Notarile di Catanzaro Crotone Lamezia Terme e Vibo Valentia,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,22,17,29
10840,cnch_rm,Federazione Nazionale degli Ordini dei Chimici e dei Fisici,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,80,8,8
10841,cncldc,CPIA N. 4 ORISTANO,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,23,10,33
10842,cnco,Consiglio Notarile di Como,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,27,21,44
10843,cncss,Consiglio Notarile di Cassino,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,,high,12,8,15
10844,cndad,Collegio Nazionale Degli Agrotecnici e Degli Agrotecnici Laureati di Roma,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,5,1,1
10846,cndc,Convitto Nazionale Domenico Cotugno - L'Aquila,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,22,10,35
10847,cndcec,Consiglio Nazionale dei Dottori Commercialisti e degli Esperti Contabili di Roma,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,7,4,9
10848,cndda,Consiglio Nazionale dei Dottori Agronomi e dei Dottori Forestali,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,5,12,17
10849,cnddr,"Consiglio Notarile Dei Distretti Riuniti di Sassari, Nuoro e Tempio Pausania",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,25,25,36
10850,cnddraf,Consiglio Notarile Dei Distretti Riuniti di Ascoli P. e Fermo,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,53,66,64
10851,cnddrb,Consiglio Notarile Dei Distretti Riuniti di Benevento e Ariano Irpino,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,12,7,25
10852,cnddrc,"Consiglio Notarile Dei Distretti Riuniti di Campobasso,isernia e Larino",Pubbliche Amministrazioni,ok,React,Laravel,,,high,11,0,12
10853,cnddrca,"Consiglio Notarile Dei Distretti Riuniti di Cuneo, Alba, Mondovi' e Saluzzo",Pubbliche Amministrazioni,ok,ASP.NET,jQuery,,Bootstrap,high,19,17,23
10854,cnddrcc,Consiglio Notarile Dei Distretti Riuniti di Cremona e Crema,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10855,cnddrcg,Consiglio Notarile Dei Distretti Riuniti di Caltanissetta e Gela,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,13,9,28
10856,cnddrcl,"Consiglio Notarile dei Distretti Riuniti di Reggio Calabria, Locri e Palmi",Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,11,1,20
10857,cnddrclv,Consiglio Notarile Dei Distretti Riuniti di Chieti Lanciano e Vasto,Pubbliche Amministrazioni,ok,,,,,low,4,0,0
10858,cnddrcs,Consiglio Notarile Dei Distretti Riuniti di Cosenza Rossano Castrovillari e Paola,Pubbliche Amministrazioni,ok,Joomla,jQuery,Joomla,Bootstrap,high,20,14,29
10860,cnddrfr,Consiglio Notarile Dei Distretti Riuniti di Forli' e Rimini,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,3,6,1
10861,cnddrim,Consiglio Notarile Dei Distretti Riuniti di Imperia e Sanremo,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,16,13,24
10862,cnddrm,"Consiglio Notarile Dei Distretti Riuniti di Messina, Barcellona P.G., Patti e Mistretta",Pubbliche Amministrazioni,ok,,jQuery,,,low,5,3,6
10863,cnddrmc,Consiglio Notarile Dei Distretti Riuniti di Macerata e Camerino,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,58,70,67
10864,cnddrn,"Consiglio Notarile Dei Distretti Riuniti di Novara, Vercelli e Casale Monferrato",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,31,11,38
10865,cnddrna,"Consiglio Notarile Dei Distretti Riuniti di Napoli, Torre Annunziata e Nola",Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,13,14,26
10866,cnddrpt,Consiglio Notarile Dei Distretti Riuniti di Palermo e Termini Imerese,Pubbliche Amministrazioni,ok,ASP.NET,jQuery,,Bootstrap,high,19,17,23
10867,cnddrpu,Consiglio Notarile Dei Distretti Riuniti di Pesaro e Urbino,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10868,cnddrsm,Consiglio Notarile Dei Distretti Riuniti di Siena e Montepulciano,Pubbliche Amministrazioni,ok,ASP.NET,jQuery,,Bootstrap,high,19,17,23
10869,cnddrspm,Consiglio Notarile Dei Distretti Riuniti di La Spezia e Massa,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,3,6,1
10870,cnddrto,Consiglio Notarile Dei Distretti Riuniti di Torino e Pinerolo,Pubbliche Amministrazioni,ok,Joomla,"Vue,React,jQuery",Joomla,,high,20,9,24
10871,cnddrut,Consiglio Notarile Dei Distretti Riuniti di Udine e Tolmezzo,Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,Elementor,high,44,52,62
10872,cnddrv,Consiglio Notarile Dei Distretti Riuniti di Vicenza e Bassano del Grappa,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,27,12,45
10873,cndfr,Consiglio Notarile Distrettuale di Frosinone,Pubbliche Amministrazioni,ok,,,,,low,0,1,0
10874,cndgc,Consiglio Notarile Dei Distretti Riuniti di Genova e Chiavari,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,19,17,29
10875,cndi,Consiglio Notarile di Ivrea,Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,Elementor,high,35,56,53
10876,cndm,Consiglio Notarile Distrettuale di Mantova,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10877,cndr,Consiglio Notarile Distrettuale di Rovigo,Pubbliche Amministrazioni,ok,,,,,low,1,0,0
