_id,Codice_IPA,Denominazione_ente,Tipologia,homepage_status,framework_primario,framework_secondari,cms_primario,ui_frameworks,confidence,js_count,css_count,evidenze_count
10878,cndrcc,Consiglio Notarile Dei Distretti Riuniti di Catania e Caltagirone,Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,"Elementor,Bootstrap",high,49,80,74
10879,cndrm,"Consiglio Notarile Dei Distretti Riuniti di Roma, Velletri e Civitavecchia",Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,21,47,36
10880,cndrp,"Consiglio Notarile Dei Distretti Riuniti di Potenza, Lagonegro, Melfi e Sala Consilina",Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,21,16,28
10881,cndrtma,Consiglio Notarile Dei Distretti Riuniti di Trapani e Marsala,Pubbliche Amministrazioni,ok,WordPress,"Drupal,jQuery",WordPress,,high,13,9,26
10882,cnds,Consiglio Notarile Distrettuale di Savona,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,21,16,28
10884,cndsd,Consiglio Nazionale Degli Spedizionieri Doganali,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,16,3,7
10885,cndt,Consiglio Notarile Distrettuale di Trani,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,1,1,1
10886,cndtr,Consiglio Notarile di Terni,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,22,16,28
10887,cnel,Consiglio Nazionale dell'Economia e del Lavoro - CNEL,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap,high,23,12,5
10888,cnesrl,Cogeme Nuove Energie S.R.L. Unipersonale,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,13,12,8
10889,cnf,Consiglio Notarile di Ferrara,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,21,15,28
10890,cnfg,Consiglio Notarile Dei Distretti Riuniti di Foggia e Lucera,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,23,15,31
10891,cnfir,Consiglio Notarile di Firenze,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,,high,11,8,18
10892,cnfo,Consiglio Nazionale Forense,Pubbliche Amministrazioni,ok,Liferay,"React,jQuery",Liferay,,high,13,8,21
10893,cngai,Collegio Nazionale Guide Alpine Italiane,Pubbliche Amministrazioni,ok,,jQuery,,,low,14,4,18
10894,cngor,Consiglio Notarile di Gorizia,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,2,2,9
10896,cni_rm,Consiglio Nazionale degli Ingegneri,Pubbliche Amministrazioni,ok,Joomla,,Joomla,Bootstrap,medium,13,7,2
10897,cniln,Consorzio Nazionale Interuniversitario per La Nanoelettronica Iu.Net,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,4,3,1
10898,cnit,CNIT - Consorzio Nazionale Interuniversitario per le Telecomunicazioni,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,31,33,8
10899,cnitl,Consorzio Nazionale Interuniversitario per i Trasporti e la Logistica,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,16,8,31
10900,cnl,Consiglio Notarile di Lecce,Pubbliche Amministrazioni,ok,ASP.NET,jQuery,,Bootstrap,high,19,17,23
10902,cnlat,Consiglio Notarile di Latina,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
10903,cnliv,Consiglio Notarile di Livorno,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,22,16,29
10904,cnlu,Consiglio Notarile di Lucca,Pubbliche Amministrazioni,ok,ASP.NET,jQuery,,Bootstrap,high,19,17,23
10905,cnm,Consiglio Notarile di Milano,Pubbliche Amministrazioni,ok,WordPress,"React,Alpine.js,jQuery",WordPress,Elementor,high,52,49,74
10906,cnm_036,Consiglio Notarile di Modena,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,9,6,20
10907,cnmsci,Collegio Nazionale Maestri di Sci Italiani,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap,high,5,8,7
10908,cnmt,Consiglio Notarile di Matera,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap,low,19,17,19
10909,cnn_058,Cassa Nazionale del Notariato,Enti Nazionali di Previdenza ed Assistenza Sociale in Conto Economico Consolidato,ok,,,,Bootstrap,low,11,17,1
10910,cnn_rm,Consiglio Nazionale del Notariato,Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,Elementor,high,35,56,53
10911,cnocl_rm,Consiglio Nazionale dell'Ordine dei Consulenti del Lavoro,Pubbliche Amministrazioni,ok,Joomla,,Joomla,Bootstrap,medium,18,12,2
10912,cnodas,Consiglio Nazionale dell'Ordine Degli Assistenti Sociali,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,30,30,7
10913,cnodg,Consiglio Nazionale dell'Ordine Dei Geologi,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10914,cnodp,Consiglio Nazionale dell'Ordine degli Psicologi,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,16,16,23
10915,cnog,Consiglio Nazionale Ordine Dei Giornalisti,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,11,8,24
10916,cnp,Consiglio Notarile di Pavia,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,0,0,4
10917,cnpaf,Cassa Nazionale di Previdenza e Assistenza a favore Dei Dottori Commercialisti,Enti Nazionali di Previdenza ed Assistenza Sociale in Conto Economico Consolidato,ok,,Drupal,,,low,6,0,1
10918,cnpaf_0,Cassa Nazionale di Previdenza e Assistenza Forense,Enti Nazionali di Previdenza ed Assistenza Sociale in Conto Economico Consolidato,ok,Vue,,,,medium,29,14,1
10920,CNPAPAL,Collegio Nazionale dei Periti Agrari e dei Periti Agrari Laureati,Pubbliche Amministrazioni,ok,Joomla,jQuery,Joomla,,high,18,4,15
10921,cnpc,Collegio Notarile di Piacenza,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,15,12,18
10922,cnpd,Consiglio Notarile di Padova,Pubbliche Amministrazioni,ok,ASP.NET,"WordPress,React,jQuery",WordPress,Bootstrap,high,6,5,15
10923,cnpg,Consiglio Notarile di Perugia,Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,Elementor,high,21,27,38
10924,cnpi,Consiglio Nazionale dei Periti Industriali e dei Periti Industriali Laureati,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,37,20,6
10925,cnpisa,Consiglio Notarile di Pisa,Pubbliche Amministrazioni,ok,ASP.NET,"WordPress,React,jQuery",WordPress,,high,28,18,35
10926,cnpmt,Cpia Na Prov.2 MASULLO - THETI,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,34,27,50
10927,cnpn,Consiglio notarile di Pordenone,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,28,18,34
10928,cnppt,Cpia Napoli Prov.1 Presso Torrente Casavatore,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,13,15,9
10929,cnpr,Associazione Cassa Nazionale di Previdenza ed Assistenza a favore dei Ragionieri e Periti Commerciali,Enti Nazionali di Previdenza ed Assistenza Sociale in Conto Economico Consolidato,error,,,,,low,0,0,0
10930,cnprm,Consiglio Notarile di Parma,Pubbliche Amministrazioni,ok,Joomla,jQuery,Joomla,Bootstrap,high,19,10,32
10931,cnr,Consiglio Nazionale delle Ricerche - CNR,Pubbliche Amministrazioni,ok,Drupal,,Drupal,,high,28,8,3
10932,cnra,Consiglio Notarile di Ravenna,Pubbliche Amministrazioni,ok,ASP.NET,"WordPress,React,jQuery",WordPress,,high,21,16,29
10933,cnre_035,Consiglio Notarile di Reggio Emilia,Pubbliche Amministrazioni,ok,WordPress,"jQuery,React",WordPress,,high,43,23,51
10936,cns_071,Convitto Nazionale Statale,Pubbliche Amministrazioni,ok,WordPress,"ASP.NET,Drupal,React,jQuery",WordPress,Elementor,high,36,48,58
10937,cnsmc,Consiglio Notarile di Santa Maria Capua Vetere,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
10938,cnspa,Ca.Nova S.P.A.,Gestori di Pubblici Servizi,ok,,,,,low,0,0,0
10939,cnsr,Consiglio Notarile di Siracusa,Pubbliche Amministrazioni,ok,ASP.NET,"React,jQuery",,,high,21,15,28
10940,cnstc,Convitto Nazionale di Stato T. Campanella,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,52,47,75
10941,cnt_ts,Consiglio Notarile della Provincia di Trieste,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,24,20,40
10942,cnta,Consiglio Notarile di Taranto,Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,Elementor,high,28,30,51
10944,cntr,Consiglio Notarile di Trento e Rovereto,Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,Elementor,high,34,57,52
10945,cntv,Consiglio Notarile di Treviso,Pubbliche Amministrazioni,ok,React,,,,high,11,0,11
10946,cnvb,Consiglio Notarile di Verbania,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,17,17,30
10947,cnve,Consiglio Notarile di Venezia,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap,low,3,2,7
10948,cnvr,Consiglio Notarile di Verona,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,18,3,26
10949,cnvtr,Consiglio Notarile Viterbo e Rieti,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10950,cnz_pvdt,Parco Lombardo della Valle del Ticino,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,13,12,22
10951,co_017,Consorzio dell'Oglio,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,11,16,20
10952,co_cbvde,Consorzio dei Comuni Bassa Val d'Enza,Pubbliche Amministrazioni,ok,ASP.NET,,,,medium,0,0,1
10953,co_cmpd,Consorzio Polizia Municipale Padova Ovest,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10954,co_pami,Parco Nord Milano,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,20,14,34
10955,co_plnev,Consorzio Polizia Locale Nordest Vicentino,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap Italia,low,2,1,6
10956,co_prdlu,Consorzio Parco del Lura,Pubbliche Amministrazioni,ok,,"React,jQuery",,,low,5,3,6
10957,co_ra,Ordine della Professione di Ostetrica della Provincia di Ravenna,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,7,10,17
10958,co_rntao,Consorzio Servizi Rifiuti del Novese - Tortonese - Acquese e Ovadese,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,30,9,40
10959,co_sirum,Consorzio SIR - Umbria,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10960,co_suap,Consorzio Scuola Umbra di Amministrazione Pubblica,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,13,11,22
10961,co_unap,Consorzio Universitario Piceno,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,"Bootstrap Italia,Elementor",high,18,28,30
10962,coa_063,Consiglio dell'Ordine Degli Avvocati di Torre Annunziata,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10963,coaav,Consiglio dell'Ordine Avvocati di Avellino,Pubbliche Amministrazioni,ok,WordPress,,WordPress,"Elementor,Bootstrap",high,45,39,12
10964,coac,Consiglio Ordine Avvocati Castrovillari,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,52,29,75
10965,coac_078,Consiglio Ordine Degli Avvocati di Cosenza,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,10,8,23
10966,coacl,Consiglio dell'Ordine Avvocati Caltanissetta,Pubbliche Amministrazioni,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,19,22,39
10967,coal,Consiglio Ordine Avvocati Lagonegro,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,7,7,7
10968,coalcb,Consiglio dell'Ordine Degli Avvocati di Larino,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,6,5,17
10969,coaltava,Unione Valdera,Pubbliche Amministrazioni,ok,,"React,jQuery",,,low,7,8,9
10970,coap,Consiglio dell'Ordine Degli Avvocati di Paola,Pubbliche Amministrazioni,ok,Drupal,jQuery,Drupal,Bootstrap,high,29,2,60
10971,coar_080,Ordine degli Avvocati di Reggio Calabria,Pubbliche Amministrazioni,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,28,24,53
10972,coas,Como Acqua Srl,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,Bootstrap,high,25,10,9
10973,coas_0,Consiglio Ordine Avvocati Salerno,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,16,16,21
10974,coasc,Ordine Degli Avvocati di Sciacca,Pubbliche Amministrazioni,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,15,16,31
10975,coasi,Ordine Degli Avvocati di Siena,Pubbliche Amministrazioni,ok,Drupal,"jQuery,React",Drupal,Bootstrap,high,28,2,59
10976,coati,Consiglio Ordine Avvocati Termini Imerese,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,13,16,9
10977,cobr,Ordine della Professione di Ostetrica della Provincia di Brindisi,Pubbliche Amministrazioni,ok,WordPress,"Drupal,jQuery",WordPress,Elementor,high,26,24,45
10978,cobu,Consorzio Rifiuti del Verbano Cusio Ossola,Pubbliche Amministrazioni,ok,ASP.NET,jQuery,,Bootstrap,medium,6,4,13
10979,cocav_0,Ceav Onlus Cancro e Assistenza Volontaria,Gestori di Pubblici Servizi,error,,,,,low,0,0,0
10981,Cocopibl,Consorzio dei Comuni del Bacino Imbrifero Montano del Piave  appartenenti  alla Provincia di Belluno,Pubbliche Amministrazioni,ok,Angular,React,,,medium,15,9,12
10983,cocrb,Consorzio Obbligatorio Comuni Reatini Bacino Imbrifero Montano Nera Velino,Pubbliche Amministrazioni,ok,,"React,Laravel,jQuery",,,low,5,5,4
10984,cocvv,Consorzio Obbligatorio Comuni del Vercellese e della Valsesia per La Gestione Dei Rifiuti Urbani della Provincia di Vercelli,Pubbliche Amministrazioni,error,,,,,low,0,0,0
10985,coda_004,Consiglio dell'Ordine degli Avvocati di Cuneo,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,4,5,15
10986,coda_006,Consiglio dell'Ordine Degli Avvocati di Alessandria,Pubbliche Amministrazioni,ok,WordPress,"Drupal,React,jQuery",WordPress,Elementor,high,20,25,37
10987,coda_010,Consiglio dell'Ordine Degli Avvocati di Genova,Pubbliche Amministrazioni,ok,,"Laravel,jQuery",,Bootstrap,low,14,11,19
10988,coda_026,Consiglio dell'Ordine Degli Avvocati di Treviso,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap,low,3,3,8
10989,coda_037,Consiglio dell'Ordine Degli Avvocati di Bologna,Pubbliche Amministrazioni,ok,Liferay,"React,jQuery",Liferay,Bootstrap,high,44,17,48
10990,coda_039,Consiglio dell'Ordine Degli Avvocati di Ravenna,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap,low,9,6,13
10991,coda_050,Consiglio dell'Ordine degli Avvocati di Pisa,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Elementor,high,30,26,46
10992,coda_058,Consiglio dell'Ordine Degli Avvocati di Tivoli,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,4,8,12
10993,coda_063,Consiglio dell'Ordine Degli Avvocati di Napoli,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,4,2,14
10994,coda_065,Consiglio dell'Ordine Degli Avvocati di Nocera Inferiore,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,9,13,18
10995,coda_070,Consiglio dell'Ordine Degli Avvocati di Campobasso,Pubbliche Amministrazioni,ok,WordPress,"jQuery,React",WordPress,"Bootstrap Italia,Elementor",high,37,45,64
10996,coda_077,Consiglio dell'Ordine Degli Avvocati e Procuratori di Matera,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,21,13,36
10997,coda_079,Consiglio dell'Ordine Degli Avvocati di Catanzaro,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,10,10,7
10998,coda_098,Consiglio dell'Ordine Degli Avvocati di Lodi,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,9,5,18
10999,codaagr,Consiglio dell'Ordine Degli Avvocati di Agrigento,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,16,9,25
11000,codac,Consiglio dell'Ordine Degli Avvocati di Crotone,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,36,23,53
11001,codac_0,Consiglio dell'Ordine Degli Avvocati di Cassino,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,3,1,6
11002,codal,ORDINE DEGLI AVVOCATI DELLA PROVINCIA DI LIVORNO,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,0,1,5
11003,codal_,Consiglio dell'Ordine Degli Avvocati di L'Aquila,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,6,11,20
11004,codan,Consiglio dell'Ordine Degli Avvocati di Napoli Nord,Pubbliche Amministrazioni,ok,WordPress,,WordPress,"Elementor,Bootstrap",high,34,64,12
11005,codan_0,Consiglio dell'Ordine Degli Avvocati di Nola,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,18,14,28
11006,codap,Consiglio dell'Ordine degli Avvocati di Potenza,Pubbliche Amministrazioni,ok,Drupal,"React,jQuery",Drupal,,high,11,1,17
11007,codap_pn,Consiglio dell'Ordine Degli Avvocati di Pordenone,Pubbliche Amministrazioni,error,,,,,low,0,0,0
11008,codapa,Consiglio dell'Ordine Degli Avvocati di Palmi,Pubbliche Amministrazioni,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,21,21,42
11009,codapat,Consiglio dell'Ordine Degli Avvocati di Patti,Pubbliche Amministrazioni,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,22,21,47
11010,codapl,Consiglio dell'Ordine Degli Avvocati e Procuratori di Lanciano,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,4,8,12
11011,codaps,Consiglio dell'Ordine Degli Avvocati e Procuratori di Sulmona,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Elementor,high,23,23,34
11012,codar,Consiglio dell'Ordine Degli Avvocati di Rimini,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap,high,36,23,11
11013,codas,Consiglio dell'Ordine Degli Avvocati di Savona,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,13,8,27
11014,codat,Consiglio dell'Ordine Degli Avvocati di Teramo,Pubbliche Amministrazioni,ok,,jQuery,,,low,3,7,1
11015,codau,Ordine degli Avvocati di Udine,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,16,6,8
11016,codav,Consiglio dell'Ordine Degli Avvocati di Vibo Valentia,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,12,14,20
11017,codebri,Consorzio Desio Brianza A.S.C.,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,"Elementor,Foundation",high,29,36,48
11018,COEGMDWL,CNP CONSORZIO NOLEGGIATORI PISTOIESI ,Gestori di Pubblici Servizi,ok,WordPress,,WordPress,,high,5,2,8
11020,cof_pc,Consorzio Fitosanitario Provinciale di Piacenza,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,18,6,21
11021,COF2L5ZL,Fondazione Cresci@mo,Gestori di Pubblici Servizi,ok,,"React,jQuery",,Bootstrap,low,38,19,45
11022,cofaser,Cofaser - Consorzio Farmacie Servizi,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,17,11,8
11024,cofs_ss,Consiglio dell'Ordine Forense di Sassari,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap,low,6,3,4
11025,cogesa,Co.Ge.Sa. Consorzio Gestione Servizi Socio Assistenziali,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,,high,20,25,32
11026,COGTEP,Collegio dei Geometri e dei Geometri Laureati della Provincia di Torino,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Elementor,high,127,45,10
11027,coianiz,Opera Pia Coianiz,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap,low,7,7,16
11028,COISSEIN,Consorzio Isontino Servizi Integrati,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,9,2,5
11029,col_pmc,Collegio dei Geometri e dei Geometri Laureati della provincia di Massa Carrara,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,8,9,8
11030,colsd,Consorzio Obbligatorio per lo Smaltimento Dei Rifiuti Solidi Urbani Bacino Padova 4,Pubbliche Amministrazioni,ok,,,,,low,1,0,0
11031,com_020,Consorzio Oltrepo' Mantovano,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,4,16,15
11032,comag,Comune di Magreglio,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,31,8,37
11033,comsab,Istituto Comprensivo Via Poppea Sabina,Pubbliche Amministrazioni,ok,WordPress,"Joomla,React,jQuery",WordPress,Bootstrap Italia,high,6,2,16
11034,comvalfo,Comune di Valfornace,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,27,7,34
11035,comvdin,Comunita' della Val di Non di Cles,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap Italia,low,3,1,6
11036,con_etab,La Consolazione Etab di Todi,Pubbliche Amministrazioni,ok,,"React,Laravel,jQuery",,,low,6,5,4
11037,con_liem,Autorita' di Bacino Lacuale dei Laghi d'Iseo Endine e Moro,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Foundation,high,18,12,8
11038,con_mon,Parco Monte Barro,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Foundation,high,12,8,15
11039,con_sba,Consorzio Speciale Bonifica Arneo,Gestori di Pubblici Servizi,ok,,,,,low,1,0,0
11040,con_vr2,Consorzio di Bacino Verona Due del Quadrilatero,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap,low,7,7,16
11041,conami,Con.Ami Consorzio Azienda Multiservizi Intercomunale,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,,high,13,9,23
11042,conbimfl,Consorzio BIM Flumendosa,Pubbliche Amministrazioni,error,,,,,low,0,0,0
11043,conbimte,Consorzio BIM Vomano Tordino di Teramo,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,4,10,2
11044,conerspa,Conerobus Spa,Gestori di Pubblici Servizi,ok,WordPress,"jQuery,React",WordPress,Bootstrap Italia,high,16,15,31
11045,coni,Comitato Olimpico Nazionale Italiano,Pubbliche Amministrazioni,ok,Joomla,"React,jQuery",Joomla,Bootstrap,high,24,17,11
11046,conisma,Consorzio Nazionale Interuniversitario per Le Scienze del Mare,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap,high,29,34,47
11047,consac,Consac Gestioni Idriche Spa,Gestori di Pubblici Servizi,ok,WordPress,"React,jQuery",WordPress,"Bootstrap Italia,Elementor",high,35,31,57
11049,consen,Consenergiagreen,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap,high,4,7,14
11050,consips,Consip Spa,Societa' in Conto Economico Consolidato,ok,Drupal,jQuery,Drupal,,high,11,2,25
